id,course_name,instructor,course_description,course_duration,level,discount_price,original_price
3606,Unreal Engine 5 (UE5): The Complete Beginner's Course,Pixel Helmet,Learn the fundamentals of Unreal Engine 5 through level design!,6,Beginner,1439.955,2834.955
3412,"Learn HTML,CSS,JAVASCRIPT",Priyanka Das,"Learn HTML, CSS and JS in a better way",5,Beginner,1034.955,5399.955
2646,Test Reporting - Know-How & Templates for Test Managers,Nicolas Scheel,"Increase transparency with status reports, identify critical issues and execute counter measures during software testing",1,All Levels,1214.955,3059.955
286,Microsoft SQL from A to Z,Brewster Knowlton,The Complete Guide to SQL Querying,5,All Levels,1214.955,2699.955
3749,Full-Stack Firebase,Chris Esplin,Build serverless web apps with Firebase,2,Beginner,1214.955,3239.955
977,PHP Development,Caleb Curry,"No prerequisite skills, but buckle up and prepare to develop!  Covering many aspects of PHP.  ",7,All Levels,1214.955,1574.955
1137,Learn Basic Commands in Linux Shell,EDUmobile Academy,This course will teach you the basics of using the linux shell commands.,31,All Levels,1214.955,3059.955
3705,WebdriverIO - Complete Beginner Course 2022,Dilpreet Johal,Learn & Implement Webdriver IO with JavaScript from scratch! Build a fully functional Web Test Automation framework.,9,All Levels,1214.955,3374.955
92,Learn How To Code: Google's Go (golang) Programming Language,Todd McLeod,The Ultimate Comprehensive Course - Perfect for Both Beginners and Experienced Developers,45,All Levels,1439.955,1574.955
3397,From 0 to 1: C Programming - Drill Deep,Loony Corn,C Programming is still a very useful skill to have - and this is the course to pick it up!,12,All Levels,1214.955,3239.955
2620,Learn Python by making games,Christian Koch,The most fun way to learn programming,27,Beginner,1034.955,1214.955
2286,Learn to Create a Metroidvania Game using Unity & C#,James Doyle,Game development made easy. Learn C# using Unity and create your own 2D action game!,11,Beginner,1214.955,3824.955
1547,Build A Search Engine With Python: Computer Science & Python,"A State Of Data, Mariam Qotob",AStateOfData.Com™ Computer Science With Python - Build A Search Engine With Python: Computer Science & Python,5,All Levels,1034.955,3824.955
64,Learn JIRA with real-world examples (+Confluence bonus),Kosh Sarkar,"Learn to work on, manage & administer agile projects with this comprehensive course on JIRA Software & Confluence",11,All Levels,1214.955,2159.955
609,Learn SQL Using PostgreSQL: From Zero to Hero,Will Bunker,"Master PostgreSQL starting with basics to advanced features like triggers, PL/pgSQL functions, Window Functions and CTE",16,Beginner,1214.955,3509.955
2039,Learn Unity's Entity Component System to Optimise Your Games,"Penny de Byl, Penny @Holistic3D.com",Update your Unity programming skills to take advantage of the new Data Orientated Technology Stack and Burst Compiler,13,Intermediate,1034.955,1439.955
1462,The Complete RxJava 3 For Android Development Masterclass,Anushka Madusanka,"Architect Android Apps With Rx Java 3 , MVVM,  Room DB,  Retrofit 2 & Dagger 2. Advanced Android Architecture mastery",6,All Levels,1214.955,3239.955
829,Getting Started .NET Core Microservices RabbitMQ,Manish Narayan,Build .NET Core Microservices using RabbitMQ Messaging,4,All Levels,1214.955,3239.955
1621,Learn Azure step by step.,Shivprasad Koirala,This course teaches Azure step by step from the perspective of C# developers.,11,Beginner,899.955,1034.955
5015,Game Development using Corona SDK in 2016 with ASO & Ads,Daniel Williams,Dive right into making fun and interactive games for Android and iOS in this Game Development Course.,5,All Levels,1034.955,0
712,Azure Serverless Functions and Logic Apps,"Scott Duffy  • 800.000+ Students, Software Architect.ca","Learn about the new Serverless model for Cloud Apps, using Azure Functions, Logic Apps, and Event Grid.",2,Beginner,1214.955,2159.955
2779,Real World BizTalk 2020 For Developers,Neal Walters,Introduction to Microsoft BizTalk Server and Development,21,Beginner,1214.955,6299.955
4184,Python Programming Bootcamp 2022 from Basics to Advanced,Parv Shah,Complete Introduction to Python Programming Language! Start from the basics and go all the way to Advanced Python!,29,All Levels,1034.955,5399.955
3408,JavaServer Faces (JSF) Practical Guide,Chaand Sheikh,Learn JSF from basics to database connectivity quickly. It's a fast paced course for efficient learning.,4,All Levels,1214.955,5849.955
978,Python For Maya: Artist Friendly Programming,Dhruv Govil,Learn to code with Python to work faster in Maya,8,All Levels,1034.955,3374.955
4878,HTML and CSS for beginners,Ernest Jones,Follow these step-by-step tutorials to master HTML and CSS.,7,Beginner,899.955,1034.955
2722,Professional Certificate in Java Programming,Academy of Computing & Artificial Intelligence,Learn the Java [ From ZERO to HERO] - Comprehensive step by step guidance - Masterclass,6,All Levels,1034.955,3239.955
4552,Learn How to Quickly Build a Website for Your Business,Michael Harrison,Ideal for beginners who would love to build their own website.,1,Beginner,1034.955,3239.955
1945,Basics of Database Design & Development,Creative Online School,Understand basics of database design & development through step by step procedure,3,All Levels,1034.955,3599.955
370,Dart and Flutter: The Complete Developer's Guide,Stephen Grider,"Everything you need to know for building mobile apps with Flutter and Dart, including RxDart and Animations!",31,All Levels,1214.955,3824.955
1733,QC051: Math Prerequisites for QC - Content moved to QC101,Kumaresan Ramanathan,THE CONTENTS OF THIS COURSE HAVE BEEN ADDED TO QC101. Purchase this course if you want only the math lessons,4,Beginner,1214.955,1439.955
3761,Learn To Create a Match-3 Puzzle Game in Unity,James Doyle,Game development made easy. Learn C# using Unity and create your own puzzle game!,6,Beginner,1439.955,4499.955
1770,Python from the beginning in Sinhala - Python මුල සිට සරලව,Praneeth Peiris,වෘත්තීයමය පරිගණක මෘදුකාංග ඉංජිනේරුවෙක්ගෙන්ම programming ඉගෙන ගන්න.,10,Beginner,899.955,1034.955
2495,Developing with S3: AWS with Python and Boto3 Series,Niyazi Erdogan,"Learn multi-part file uploads, host a static website, use Route53 to route traffic to your S3 website and much more!",3,All Levels,1439.955,2609.955
3126,Computer Vision: Face Recognition Quick Starter in Python,Abhilash Nelson,"Python Deep Learning based Face Detection, Recognition, Emotion , Gender and Age Classification using all popular models",9,All Levels,1439.955,3509.955
1967,ASP.NET MVC 5 Project - CMS and Shopping Cart with Paypal,Fast & Easy Programming,A practical course in ASP.NET MVC 5 with Entity Framework and Bootstrap that teaches asp net mvc with ef from scratch,9,All Levels,899.955,1034.955
1123,Atlassian Bamboo from Beginner to Advanced!,Aref Karimi,Continuous Integration and Delivery (CI/CD) with Bamboo for Devops and Developers,5,All Levels,1034.955,3239.955
887,React - Mastering Test Driven Development,David Joseph Katz,"Upgrade your React skills with Test Driven Development! Jest, Enzyme, Redux, middleware, ES6, & more!",4,Intermediate,1214.955,3239.955
1530,SQL Server Reporting Services Part 2 (SSRS),Raphael Asghar,"SQL Server Reporting Services Part 2 (SSRS): Deployment, Security, Report Builder, Mobile Report Publisher",6,Beginner,899.955,1034.955
2730,"DevOps: CICD with Git GitLab Jenkins, Docker and Django",Dare Soremi,Learn how to set up a fully functional CICD Pipeline for any Python or Django Application,5,All Levels,1214.955,2699.955
430,Java Persistence: Hibernate and JPA Fundamentals,Deshraj Singh Kiran,A simple-to-follow and easy-to-understand course on Java Persistence API (JPA) with Hibernate,11,All Levels,1214.955,2159.955
616,"JavaScript, Bootstrap, & PHP - Certification for Beginners",YouAccel Training,"A Comprehensive Guide for Beginners interested in learning JavaScript, Bootstrap, & PHP",6,Beginner,1034.955,4499.955
1824,Data Science Bootcamp 2022: 5 Data Science Projects,Data Is Good Academy,Data Science and Machine Learning Masterclass with Python with 5 Data Science Real World Projects,15,All Levels,899.955,1034.955
1758,Programming Numerical Methods in Python,Murad Elarbi,A Practical Approach to Understand the Numerical Methods,12,Beginner,1214.955,2924.955
1681,Learn to Host Multiple Domains on one Virtual Server,YouAccel Training,Setup and Host Multiple Sites on one Server using Digital Ocean. Setup Virtual Hosts and Secure all Domains with SSL.,1,All Levels,1034.955,3689.955
4892,Detect Fraud and Predict the Stock Market with TensorFlow,"Mammoth Interactive, John Bura",​Learn how to code in Python & use TensorFlow! Make a credit card fraud detection model & a stock market prediction app.,7,Beginner,1034.955,5399.955
4877,The Complete Java Developer Course: From Beginner to Master!,"Codestars • over 2 million students worldwide!, John P. Baugh","Master theory AND practice, and get comfortable with one of the world's most popular programming languages!",9,Beginner,1034.955,5399.955
1369,High Performance Coding with .NET Core and C#,Gergely Kalapos,Learn how to write high performance and scalable .NET Core and ASP.NET Core applications in C#,6,Intermediate,1214.955,3374.955
2785,Complete Course on XML Publisher Reports in Oracle Apps R12,Ravinder Reddy Guduru,"XMLreports,Bursting,RTF,Datatemplatemethod,PLSQL method,Dynamiclogo,OA_MEDIA,Barcodes in Oracle Apps Technical R12",18,All Levels,1034.955,5399.955
206,Robot Framework 2022 Test Automation - Level 1 ( Selenium ),Bryan Lamb,"Robot Framework 5.0 is the fastest & easiest way to do Selenium, API, and database test automation!",7,Beginner,1439.955,2834.955
687,Make Your First 2D Game with Unity & C# - Beginner Course,Noa Calice (aka Blackthornprod),Beginner Course to Game Development : Learn how to use Unity and Program in C# by Making a Small 2D Game from A to Z.,4,Beginner,1439.955,2699.955
2195,Complete Python 3 Programming Bootcamp: Beginner to Advanced,"Code Star Academy, Oracle Master Training | 175,000+ Students Worldwide",Learn Python Programming from Beginner to Advanced Level! Go from Zero to Hero in Python with Hundreds of Examples!,20,All Levels,1214.955,5849.955
3660,"Process Automation: Learn Requirements, Use Cases, Camunda","Peter Alkema, Nikita Ranchod",Learn use cases and requirements for a process automation solution PLUS Camunda overview as an industry leader,40,Beginner,1034.955,2609.955
4449,Build Augmented Reality (AR) apps with ARFOUNDATION & Unity,Dinesh Tavasalkar,"Using AR Foundation and Unity, develop an ARFoundation Augmented Reality portal and a Life-Size fountain",5,Intermediate,1214.955,3239.955
334,SQL and PostgreSQL: The Complete Developer's Guide,Stephen Grider,"Become an expert with SQL and PostgreSQL! Store and fetch data, tune queries, and design efficient database structures!",22,Beginner,1574.955,7649.955
1384,Talend Data Integration Course : Beginner to Expert,Kapil Chaitanya Kasarapu,Complete Guide to Learn Talend For Data Integration,15,All Levels,2609.955,0
4195,How to Make a Website Without Coding- WordPress & Web Skills,Hoku Ho,"Learn WordPress by making a blog, resume/portfolio, and business website from scratch. No coding or experience required.",9,All Levels,1034.955,1439.955
2735,QR Code Generator Using JavaScript,Narendra Dwivedi,Learn How To Generate QR Code Using JavaScript & How To Create QR Code Generator Website,1,All Levels,1034.955,1439.955
3140,D3.js in Action: Build 17 D3.js Data Visualization Projects,Crypters Infotech,D3.js (V 5) from Scratch! Build Useful D3.js Data Visualization Projects! D3.js for Beginners,17,All Levels,1214.955,4499.955
605,R Programming For Absolute Beginners,Bogdan Anastasiei,Learn the basics of writing code in R - your first step to become a data scientist,9,Beginner,1214.955,1889.955
3066,The Complete Flutter and Dart Guide,Ecstacks IT,Complete package for building interactive android and IOS apps with googles cross platform framework flutter,8,All Levels,1214.955,3599.955
3991,Master CI/CD for iOS Developers,"Tim Buchalka's Learn Programming Academy, Eduardo Rosas",Learn Continuous Integration and Continuous Deployment / Delivery to  increase your employability in 2019 and beyond!,7,All Levels,1034.955,3239.955
2518,Data Mining with R: Go from Beginner to Advanced!,"Geoffrey Hubona, Ph.D.","Learn to use R software for data analysis, visualization, and to perform dozens of popular data mining techniques.",12,All Levels,1214.955,5849.955
1178,Symfony Web Development Complete Guide: Beginner To Advanced,Robert Apollo,"Master Symfony PHP framework: from theory, through simple crud app, up to creating an advanced Real Life Application",24,All Levels,1214.955,6299.955
4910,JSON JavaScript Data Quick Course JSON for beginners,Laurence Svekis,Learn how JSON works and how you can use JSON data via JavaScript in your web applications and web site,1,Beginner,1034.955,3239.955
4522,Mastering C++ Programming - From Zero to Hero,Himayatullah Sharief,"Modern C++ with C++11 to C++17, In-depth coverage of OOPs,Templates,STL,Exception Handling,Basics to Advance C++",30,All Levels,1034.955,3599.955
66,Relational Database Design,Ben Brumm,Learn how to create an effective relational database design to use in your IT career or even a personal project.,1,All Levels,1214.955,2159.955
3105,Learn Streamlit Python,Jesse E. Agbe,Create Beautiful Data Apps and Machine Learning Web Apps In Python Faster with Streamlit,30,All Levels,1214.955,2609.955
2534,HTML Web Development Crash Course,Frahaan Hussain,Learn how to create websites and web applications for the internet.,1,Beginner,899.955,1034.955
4417,The Complete Python 3 Course for Beginners | Learn By Doing,"Chikanma Chika-Onuegbu, Paul owei",Learn to code in Python. The fastest growing programming language. Develop your skill using coding exercises,3,Beginner,1214.955,3824.955
2380,"Modern Android app using Java, MVVM, Dagger2, RxJava &more",Catalin Stefan,"Learn the latest Android technologies including Dagger2, MVVM, Java, RxJava, Retrofit, Mockito and Glide",3,All Levels,1034.955,3239.955
747,Learn RabbitMQ: Asynchronous Messaging with Java and Spring,Niyazi Erdogan,"Learn how to develop Queues, Exchanges, Routings and Listeners with Rabbit MQ using Java and Spring!",2,All Levels,1214.955,2924.955
4086,Gulp 4: Automate your development workflow,Sergey Shtyrlov,Automate your development processes with Gulp 4 toolkit,5,Beginner,1214.955,1439.955
3782,Reflections and Annotation in Java Uncomplicated,Basics Strong,Build your own Spring like Dependency Injection and Hibernate Like ORM tools using core java Reflections and Annotations,4,All Levels,899.955,1034.955
3790,"Learn Full-Stack Vue, .NET Core, PostgreSQL Web Development",Wes Doyle,Code-along to build a full-featured management dashboard from scratch,12,Intermediate,1214.955,1574.955
964,SQL Server Essentials in an hour: The SELECT statement,Phillip Burton,"Learn how to use SELECT, FROM, WHERE, GROUP BY, HAVING and ORDER in SQL Server. Create views+procedures. Export in Excel",1,Beginner,1034.955,1889.955
72,Python A-Z™: Python For Data Science With Real Exercises!,"Kirill Eremenko, Ligency I Team, Ligency Team","Programming In Python For Data Analytics And Data Science. Learn Statistical Analysis, Data Mining And Visualization",11,All Levels,1439.955,7199.955
4972,Data Visualization with Tableau - Novice to Pro!: 5-in-1,Packt Publishing,Master the art of creating insightful visualizations from complex data with this visually appealing tutorial!,20,Beginner,6299.955,0
4240,Building an Interpreter from scratch,Dmitry Soshnikov,Semantics of programming languages,3,Intermediate,2159.955,0
1988,"Mastering Django - AJAX, Class Based Views, Forms",Nick Walter,"Master your skills as a Django developer by learning advanced techniques - Pipenv, Seed Data, External API, Auth Views",5,All Levels,1214.955,5849.955
4749,Vue JS 3 Modern Web Development with Vuex & Vue Router,Ivan Lourenço Gomes,Learn Vue3 Web Development Quickly From the Absolute Beginning. Exercises and Challenges Included for fast learning.,7,All Levels,1214.955,3374.955
2611,Web Development Fundamentals: HTML5 and CSS3 for Beginners,Anshul Yadav,Learn HTML + CSS basics. And Jump Start Your Web Development Journey.,5,Beginner,1034.955,5399.955
2297,Docker & Kubernetes: The Complete Practical Guide,"Bogdan Stashchuk | Software Engineer, MBA, PhD",Complete Docker and Kubernetes Course - learn all core Docker features including Dockerfiles and Docker Compose,21,All Levels,1214.955,3599.955
2228,Java/Apache Maven: The Truth About Building Java Programs,Bruce E. Hilton,"Sequel to Course: ""Stop Building Java Programs the Hard Way!""",5,Intermediate,1034.955,1574.955
750,The Complete JavaScript Course - Beginner to Professional,"Codestars • over 2 million students worldwide!, Laurence Svekis, Rob Percival","The only course you need to become a JavaScript developer - 45 JavaScript projects, ES6, JSON, AJAX & much more!",36,All Levels,1214.955,6299.955
2410,HTML and CSS Fundamentals For Absolute Beginners,Islam Elgaeidy,Learn HTML and CSS Basics to have the necessary  Knowledge that you must acquire before mastering Web Development.,2,Beginner,1034.955,3239.955
2526,"Create Modern Website Using HTML, CSS And Bootstrap",Easy Tutorials,"Learn modern web design with HTML, CSS and Bootstrap step-by-step with 8 real world web development projects",12,All Levels,1214.955,3239.955
4003,Fortran For Beginners,Brad Richardson,The basics of programming in Fortran,4,Beginner,1034.955,5399.955
1833,TensorFlow 2.0 Practical,"Dr. Ryan Ahmed, Ph.D., MBA, Ligency I Team, Mitchell Bouchard, Ligency Team","Master Tensorflow 2.0, Google’s most powerful Machine Learning Library, with 10 practical projects",12,All Levels,1214.955,5849.955
112,Learn Python & Ethical Hacking From Scratch,"Zaid Sabih, z Security",Start from 0 & learn both topics simultaneously from scratch by writing 20+ hacking programs,25,All Levels,1439.955,7199.955
695,.NET 5 Web API & Entity Framework Crash Course,Patrick God,Build your RESTful web service with .NET 5 Web API from the ground up and use Entity Framework to create your database.,3,All Levels,1214.955,1889.955
4814,Full Stack Web & Mobile App Development | Mern Stack Project,Oak Academy,"Full Stack Web Development and Mobile App Development with React JS, React Native, NodeJS, MongoDB | MERN Stack Projects",32,All Levels,1034.955,5399.955
4629,Data Structures and Algorithms using c++,Muhammad Hamza AbdulRehman,"Concepts and coding of various data structures and algorithms like Trees, Linked List, Stack, Queue, Sorts and many more",2,All Levels,1034.955,3239.955
2974,Mastering HTML5: Beginner to Expert [2022],Ilkin Guluzada,The ultimate masterclass to become an expert,1,All Levels,1214.955,1439.955
242,Learn Cucumber BDD with Java -MasterClass Selenium Framework,Rahul Shetty,Step by Step Cucumber BDD Framework Tutorial with Java and implement Robust Selenium WebDriver Framework from scratch,13,All Levels,1439.955,7199.955
869,Hello Python 3 Programming for Kids & Beginners in 2022,AnimateU Academy,Just updated for 2022! Master the fundamentals of Python while working on various use cases in easy steps.,7,Beginner,899.955,1034.955
10,The Data Science Course 2022: Complete Data Science Bootcamp,"365 Careers, 365 Careers Team","Complete Data Science Training: Mathematics, Statistics, Python, Advanced Statistics in Python, Machine & Deep Learning",32,All Levels,1439.955,7649.955
105,Spring Framework 5: Beginner to Guru,"John Thompson • 433,000+ Enrollments Worldwide, Spring Ahead Code Academy","Spring Framework 5: Learn Spring Framework 5, Spring Boot 2, Spring MVC, Spring Data JPA, Spring Data MongoDB, Hibernate",57,All Levels,1214.955,6299.955
3497,Advance Android Programming - learning beyond basics,Learning Kart,"Learn to save preferences using Preferences and saving data to Files in Android, Using ActionBar and more advance topics",12,Intermediate,899.955,1034.955
4229,"ASP.NET (MVC) 5 CORE: Web Development, jQuery & RESTful API",Infinite Knowledge,"ASP.NET (CORE ) MVC 5: Web & App Development In C#, jQuery Plugins & RESTful API, Web Services & Entity Framework",2,All Levels,1034.955,5399.955
3435,RESTful Services in Oracle APEX - The Complete Guide (2022),Velchandru M,Build a RESTful Service using ORDS (Oracle REST Data Services) in Oracle APEX. Unfold the power of REST Enabled SQL.,1,Intermediate,1214.955,1439.955
3307,Asynchronous JavaScript Deep Dive,Steven Hancock,"The most complete  course on Asynchronous JavaScript. Includes Callbacks, Promises, Async Await, Generators and more.",6,All Levels,1214.955,2159.955
2844,Fastlane for React Native: Deploy your app autonomously!,Cory McAboy,Deploy your React Native apps with a click of a button!,2,Intermediate,1214.955,1889.955
4632,Learn Firebase Core with React,"Jared Potter, Juan Lizarazo","Learn How To Build & Deploy Firebase Cloud Functions, Firebase Web App Hosting, Firebase Auth, Firebase DBs, and More",7,All Levels,1439.955,2834.955
3929,Apache PySpark Fundamentals,Johnny F.,"Learn PySpark, fundamentals of Apache Spark with Python",1,Intermediate,899.955,1034.955
924,NodeJS Tutorial and Projects Course,John Smilga,"Learn Node.js by building real-world applications with Node JS, Express, MongoDB.",34,All Levels,899.955,1034.955
2485,2 Real World Azure Data Engineer Project End to End,Deepak Goyal,"Engineering Project Building from scratch including designing, architecting, implementing solution and overall testing.",7,All Levels,2339.955,0
1822,Master the Art of Writing Clean Code in C#,Engineer Spock,Learn how to write clean and maintainable code in C# as bequeathed by Uncle Bob. Learn how to perform refactoring in C#.,7,All Levels,1439.955,2609.955
640,"Complete NodeJS Developer in 2023 (GraphQL, MongoDB, + more)","Andrei Neagoie, Adam Odziemkowski, Zero To Mastery","Learn from real NodeJS experts! Includes REALLY Advanced NodeJS. Express, GraphQL, REST, MongoDB, SQL, MERN + much more",46,All Levels,1034.955,5399.955
4313,Lodash - The Complete Guide,Oleksandr Kocherhin,A full guide to learn Lodash from scratch.  Learn functional Javascript in fast and efficient way!,3,All Levels,1214.955,2699.955
4482,HTML5 Game Development : Beginner to Pro,Nicholas Lever,Learn to use the HTML5 Canvas to create HTML5 games that will run in all modern desktop and mobile browsers.,5,Intermediate,1034.955,2339.955
4319,CSSCasts: CSS libraries Plugins Tips & Tricks (in 2020),Rahul Giri,"Learn Modern CSS, CSS3, CSS4 , libraries, plugins, Grids, frameworks, tips & tricks and Build websites. Updates Weekly",47,All Levels,1214.955,5849.955
3503,Digishock 2.0: Learn Machine Learning in 2022 (No Coding),"Srinidhi Ranganathan, Vindhya AR",Get ready to learn and master no-code machine learning tools in 2022,1,Beginner,899.955,1034.955
3473,Build Apps with ReactJS: The Complete Course,"Eduonix Learning Solutions, Eduonix-Tech .",Learn to create web applications using ReactJS and understand the underlying concepts and frameworks.,5,All Levels,1214.955,1889.955
1730,OOP Object Oriented Programming In PHP 7,Saira Sadiq,Learn advanced object oriented programming with simple code examples. This Course includes almost all OOP PHP7 topics.,6,Beginner,1214.955,3239.955
2708,Epic Construct 2 Course: Complete 60 Beginner Games!,"John Bura, Mammoth Interactive",Learn to build 60 games in Construct 2  without programming. Learn the secrets behind top selling mobile games.,36,All Levels,1034.955,5399.955
625,WordPress 2022: The Complete WordPress Website Course,Tanzeel Ur Rehman,Become a WordPress expert - Build any dynamic WordPress website without programming with WordPress custom post types.,27,All Levels,1439.955,2924.955
975,C# 10 | Ultimate Guide - Beginner to Advanced | Master class,Web University by Harsha Vardhan,Learn C# by doing | C# projects | Bootcamp for C# Interview | Advanced C# | Collections | LINQ | Interview Questions,60,All Levels,1214.955,1439.955
1771,Build an Amazon Affiliate E-Commerce Store from Scratch,YouAccel Training,"Earn Passive Income by Building an Amazon Affiliate E-Commerce Store using WordPress, WooCommerce, WooZone, & Elementor",5,All Levels,1214.955,1574.955
2068,Blockchain Web Development on Ethereum,Tomas Mikula,The only course you need to learn development of decentralized web application powered by Ethereum blockchain!,3,Beginner,899.955,1034.955
4384,Build Full Download Manager | Python & PyQt5,Mahmoud Ahmed,"Create a Download Manager that downloads files , youtube videos & youtube playlists",4,All Levels,899.955,1034.955
4452,Computer Vision - OCR using Python,Vineeta Vashistha,"Become a Computer Vision expert and learn optical character recognition - OCR using Tesseract, OpenCV and Deep Learning",6,All Levels,1214.955,3509.955
4091,Shopping Cart Website from Scratch Ecommerce,Laurence Svekis,How to build a fully functional web storage shopping cart that integrates with Paypal.  Step by step instruction webdev,4,Beginner,1214.955,5849.955
1971,Azure Serverless - Hands on Learning!,Cloud Shikshak,"Build secure serverless applications with Azure Function, Cosmos DB, API Management, Azure ADB2C and Azure Blob Storage",4,All Levels,1439.955,1889.955
94,Spark and Python for Big Data with PySpark,Jose Portilla,"Learn how to use Spark with Python, including Spark Streaming, Machine Learning, Spark 2.0 DataFrames and more!",10,Intermediate,1439.955,6299.955
2304,The Absolute Beginner's Guide To Unreal Engine 4 and 5!,Michael Ricks,Get up to speed with a working knowledge of Unreal Engine 4 super QUICK and have FUN at the same time!,4,Beginner,1214.955,6299.955
3302,"Node.js, Express, MongoDB Masterclass 2022 with real Project",Ghulam Abbas,"Master Node.js, Express & MongoDB by building real-world apps with Authentication, File Upload, WebScrapping, Deployment",14,All Levels,899.955,1034.955
1893,Bootstrap From Scratch - Fast and Responsive Web Development,"Mammoth Interactive, John Bura","Build Projects and Master Responsive Web Development with Bootstrap 4, HTML5 and CSS3 with Mobile First Design and More",5,Beginner,1034.955,5399.955
3219,Introduction to Computer Science,University of Geeks,Computer Science made fun and easy.,3,Beginner,1034.955,5399.955
130,Learn DevOps: CI/CD with Jenkins using Pipelines and Docker,Edward Viaene,"Use Jenkins the DevOps way. Automate your Jenkins jobs by using Jenkins Pipelines, Docker, and the Jenkins Job DSL",4,All Levels,1034.955,1214.955
357,Jenkins 2 Bootcamp: Fully Automate Builds to Deployment 2020,Jason Taylor,An introduction to the Jenkins build server using continuous integration and deployment techniques -- all step by step.,9,All Levels,1034.955,2159.955
1385,Kotlin Android Development Masterclass,Fahd Sheraz,"Learn Kotlin, Android Development, Android Studio & IntelliJ IDEA from Scratch. Build Android Apps in Kotlin.",32,All Levels,1214.955,3824.955
2387,Build ECommerce Shopping Cart By React & Redux 2020 Edition,Bassir Jafarzadeh,"Become a Senior React Developer! Build a massive E-commerce app with Redux, React Router, React Reveal and more",5,All Levels,1214.955,3239.955
1830,2022 Machine Learning A to Z : 5 Machine Learning Projects,Data Is Good Academy,Learn Complete Machine Learning Bootcamp with Python. Build 5 Complete Machine Learning Real World Projects with Python.,26,All Levels,899.955,1034.955
3064,Leaflet for Beginners,"Eduonix Learning Solutions, Eduonix-Tech ., Samy Eduonix",Complete guide for building map rich applications using Leaflet,5,Intermediate,1214.955,2159.955
2934,An Intro to Software Testing: Ultimate Guide for Testers,Fareed Raja,"Learn software testing basics. Introduction to the process, bugs, different lifecycles, test strategy & planning.",1,All Levels,1034.955,1439.955
1162,Cryptocurrency Trading Bot with a User Interface in Python,Vincent Carmier,Automate Your Crypto Trading Strategies on Binance & Bitmex with Python and Create Your Own Trading Dashboard (GUI),10,All Levels,1439.955,3284.955
4058,Advanced Scalable Python Web Development Using Flask,Jorge Escobar,"Learn to create scalable web applications that can serve millions of users using Flask, MongoDB and Amazon AWS",14,Intermediate,1214.955,2159.955
1447,Ultimate Python Bootcamp For Data Science & Machine Learning,Pruthviraja L,"Learn How To Code Python For Data Science, ML & Data Analysis,  With 100+ Exercises and 4 Real Life Projects !",16,All Levels,1214.955,1439.955
4867,Master Multithreading - Concurrency with Java Examples,"Andrii Piatakha, Learn IT University","Multithreading, Parallel Computing, Concurrency, Parallel Programming - learn in this course with Java code examples",5,All Levels,1214.955,1889.955
1560,GraphQL API with Java Spring Boot & Spring Framework,Infybuzz Learning,"GraphQL API with Java Spring Boot & Spring Data JPA and MySQL. Learn GraphQL Query, Mutation, Schema, Resolver, Edge",5,All Levels,1214.955,1439.955
4112,Complete DevOps Gitlab & Kubernetes: Best Practices Bootcamp,"Syed Raza, ClayDesk E-learning, Qasim Shah, Syed Ali",Learn Complete Auto DevOps implementation with Gitlab & Kubernetes: Best Practices Bootcamp! All hands-on course,2,All Levels,1034.955,5399.955
3190,Short Programming intro in Python and C++,GetSkilled Org,Enough basics to decide your next deep course!,9,Beginner,1214.955,5849.955
1203,Angular Material In Depth (Angular 14),Angular University,In-depth guided tour to the Angular Material component library (in Angular 14),6,All Levels,1214.955,2924.955
3640,Building Websites JavaScript and the DOM,Laurence Svekis,"Learn how to create interactive, dynamic effects on your website with JavaScript using the DOM",3,Beginner,1214.955,3374.955
4853,SQL Bootcamp - Hands-On Exercises - SQLite - Part I - 2022,Paweł Krakowiak,Start your journey with SQL and databases. Solve over 150 exercises and open the door to a career in IT! (DQL),2,Beginner,899.955,1034.955
3116,Next.js by Example,Mirko Nasato,"Develop static websites and hybrid (static+SSR) web apps with React and Next.js, including Tailwind CSS, React Query",8,All Levels,1214.955,3239.955
2192,Pro Unreal Engine Game Coding,Rob Baker,The black book on how to survive on the battlefield of real-world C++ game programming,27,Intermediate,1439.955,3239.955
2783,Learn Responsive Web Design with 4 Live Projects (2022),Fatah Gabrial,Build Responsive Web Design with Advanced HTML5 CSS3 & Bootstrap 5. Build 4 Live Projects with Step by Step Instructions,22,All Levels,1034.955,5399.955
4101,C++ Complete Course For Beginners,Edcorner Learning,Learn C++ Complete with good examples & scenarios.,14,Beginner,1034.955,5399.955
4619,Android App Development: Create a Spotify Clone,Grant Klimaytys,Stream your music collection and learn how to play and control music on Android,6,All Levels,899.955,1034.955
4512,Coding For Beginners 2 - Get Started With Web Development!,Applause Interactive,"Learn HTML, CSS & JavaScript the friendly way - No experience required. Go from scratch to coding websites!",16,Beginner,1214.955,6299.955
3117,Laravel 8 Beginner to Advance with Complete News Portal,"easy Learning, Kazi Ariyan","In This Course, You Will Learn Laravel 8 Fundamentals and  Complete Online news portal with lots of Advance Features",63,Beginner,1214.955,5849.955
2645,"Create a Twitter Social Network Clone From Scratch PHP,MySQL",Aizaz dinho,"Create or Build Twitter & Learn PHP, OOP and MySQL even Javascript by building your own PHP Social Networking Website",12,All Levels,1214.955,2024.955
